CASE_NUMBER,CASE_RECEIVED_DATE,DECISION_DATE,WORK_STATE,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order,
I-200-13025-226695,1/25/2013,1/31/2013,CA,66684.8,business analyst,93706,0
I-200-13086-964552,3/27/2013,4/2/2013,CA,66664,data analyst,93712,0
I-200-14044-424633,2/20/2014,2/26/2014,TX,66630,software engineer,93721,0
I-200-13232-192365,8/21/2013,8/27/2013,VA,72000,data analyst,93730,0
I-200-14070-709725,3/13/2014,3/19/2014,VA,67000,data analyst,93736,0
I-200-13088-992162,3/29/2013,4/4/2013,CA,120000,software engineer,93745,0
I-200-13093-197523,4/3/2013,4/9/2013,CA,90000,software engineer,93754,0
I-200-12342-767241,12/7/2012,2/8/2013,CA,82930,software engineer,93760,0
I-200-13165-172439,6/14/2013,6/20/2013,CA,80000,software engineer,93769,0
I-200-11158-786530,6/7/2011,8/26/2014,DC,75000,software engineer,93778,0
I-200-13077-450348,3/18/2013,4/19/2013,CA,75000,software engineer,93784,0
I-200-13162-141558,6/19/2013,12/15/2014,CA,72400,software engineer,93793,0
I-200-13078-122285,3/20/2013,3/26/2013,CA,72000,software engineer,93802,0
I-200-11133-949855,5/13/2011,1/3/2014,VA,70000,software engineer,93808,0
I-200-10200-429091,7/19/2010,10/18/2011,VA,70000,software engineer,93817,0
I-200-13042-026575,3/5/2013,3/11/2013,CA,68000,software engineer,93826,0
I-200-11084-303454,3/25/2011,2/11/2013,VA,67000,software engineer,93832,0
I-200-11073-873286,3/14/2011,11/10/2011,DC,67000,software engineer,93841,0
I-200-14153-905905,6/5/2014,6/11/2014,VA,67000,data analyst,93850,0
I-200-13086-040947,4/1/2013,4/5/2013,CA,66750,software engineer,93856,0
I-200-11131-759741,5/11/2011,12/12/2012,VA,66622,software engineer,93865,0
I-200-13067-971023,3/8/2013,3/14/2013,CA,66622,software engineer,93874,0
I-200-13072-970646,3/13/2013,3/19/2013,GA,66622,software engineer,93880,0
I-200-13078-091025,3/19/2013,3/25/2013,CA,66622,software engineer,93889,0
I-200-12332-688856,11/30/2012,9/30/2013,CA,66622,software engineer,93898,0
I-200-12326-586691,11/21/2012,11/28/2012,OH,92000,management consultant,93904,0
I-200-15069-374574,3/11/2015,3/18/2015,CA,85000,business analyst,93913,0
I-200-15069-973770,3/10/2015,3/16/2015,CA,80000,data analyst,93922,0
I-200-15065-338952,3/9/2015,3/18/2015,CA,78329,business analyst,93928,0
I-200-15068-736742,3/9/2015,3/13/2015,CA,75000,business analyst,93937,0
I-200-15066-478175,3/7/2015,3/12/2015,CA,72800,business analyst,93946,0
I-200-15052-566364,2/21/2015,3/3/2015,CA,70000,business analyst,93952,0
I-200-15074-267483,3/15/2015,3/24/2015,CA,70000,business analyst,93961,0
I-200-15049-942915,2/20/2015,2/26/2015,CA,68913,business analyst,93970,0
I-200-14282-842102,10/9/2014,10/16/2014,CA,67000,business analyst,93976,0
I-200-15067-675682,3/8/2015,3/12/2015,CA,67000,business analyst,93985,0
I-200-15074-999211,3/15/2015,3/19/2015,CA,67000,business analyst,93994,0
I-200-14216-792132,8/4/2014,8/8/2014,CA,67000,business analyst,94000,0
I-200-15068-203838,3/10/2015,3/16/2015,CA,66602,software engineer,94009,0
I-200-14343-212996,12/9/2014,12/15/2014,CA,66602,business analyst,94018,0
I-200-15084-069121,3/25/2015,3/31/2015,CA,66602,business analyst,94024,0
I-200-14314-995893,11/10/2014,11/17/2014,CA,66601.6,business analyst,94033,0
A-14073-52974,5/29/2014,10/9/2014,CALIFORNIA,110000,data scientist,94042,0
I-200-14072-134328,3/20/2014,3/26/2014,CA,77143,business analyst,94048,0
I-200-14082-542438,3/23/2014,3/27/2014,CA,67000,business analyst,94057,0
I-200-10152-384180,6/1/2010,10/6/2011,PA,161900,assistant professor,94066,0
I-200-15058-957445,2/27/2015,3/5/2015,NJ,72000,data analyst,94072,0
I-200-13059-873211,2/28/2013,3/6/2013,TX,130000,data scientist,94081,0
I-200-13058-154996,3/11/2013,3/15/2013,NJ,94743,software engineer,94090,0
I-200-13081-537663,3/22/2013,3/28/2013,GA,85000,software engineer,94096,0
I-200-12277-744134,10/3/2012,10/11/2012,TX,73000,software engineer,94105,0
I-200-11067-524129,3/8/2011,12/5/2012,NC,69350,software engineer,94114,0
I-200-13133-258540,5/14/2013,5/20/2013,TX,67000,software engineer,94120,0
I-200-13078-874939,3/19/2013,3/25/2013,NJ,66500,software engineer,94129,0
I-200-13123-671034,5/3/2013,5/9/2013,NJ,66498,software engineer,94138,0
I-200-11042-237679,2/11/2011,11/8/2011,NC,66498,software engineer,94144,0
I-200-13045-332893,2/14/2013,2/21/2013,MI,85000,software engineer,94155,0
I-200-14121-540262,5/1/2014,5/28/2014,MI,80000,business analyst,94164,0
I-200-13073-177582,3/14/2013,3/20/2013,MI,75000,software engineer,94170,0
I-200-13025-126327,1/29/2013,2/4/2013,MI,72000,software engineer,94179,0
I-200-13072-922434,3/13/2013,6/19/2013,MI,70000,software engineer,94188,0
I-200-15035-629449,2/4/2015,2/10/2015,IN,67000,software engineer,94194,0
I-200-13058-107197,2/27/2013,3/5/2013,MI,66477,software engineer,94203,0
I-200-14188-603571,8/5/2014,8/11/2014,ME,66470,assistant professor,94212,0
A-14164-78029,6/16/2014,11/28/2014,GEORGIA,82500,software engineer,94218,0
I-200-13009-178856,1/9/2013,1/15/2013,PA,80000,software engineer,94227,0
I-200-14098-149043,4/8/2014,4/8/2014,MA,75000,software engineer,94236,0
I-200-14098-667323,4/8/2014,4/8/2014,IL,70000,software engineer,94242,0
I-200-13340-022710,12/6/2013,12/12/2013,MN,67000,software engineer,94251,0
I-200-14059-191598,3/6/2014,3/12/2014,IL,66456,software engineer,94260,0
I-200-14098-108849,4/8/2014,4/8/2014,IL,65000,software engineer,94266,0
I-200-15063-683834,3/4/2015,3/10/2015,TX,80000,software engineer,94278,0
I-200-11325-032905,11/21/2011,11/28/2011,MI,70000,software engineer,94287,0
I-200-15026-349926,1/26/2015,1/30/2015,TX,66435,business analyst,94293,0
I-200-13074-113093,3/15/2013,3/21/2013,MN,67558.4,software engineer,94309,0
I-200-12130-597656,5/15/2012,5/6/2014,IL,125000,software engineer,94318,0
I-200-14154-906151,6/17/2014,6/23/2014,FL,95000,business analyst,94324,0
I-200-13105-889694,4/15/2013,4/19/2013,MN,84000,software engineer,94333,0
I-200-14043-655171,2/13/2014,2/19/2014,CA,76760,software engineer,94342,0
I-200-14022-848121,1/23/2014,1/30/2014,CA,75850,software engineer,94348,0
I-200-13207-672032,7/29/2013,8/2/2013,FL,75000,software engineer,94357,0
I-200-13191-990622,7/10/2013,7/16/2013,CA,73000,software engineer,94366,0
A-13179-76490,7/18/2013,2/17/2015,MINNESOTA,71520,software engineer,94372,0
I-200-14071-170150,3/14/2014,3/20/2014,CA,70000,software engineer,94381,0
I-200-13133-318373,5/13/2013,5/17/2013,MN,70000,software engineer,94390,0
I-200-13193-507761,7/12/2013,7/18/2013,CA,69930,software engineer,94396,0
I-200-13072-160439,3/26/2013,4/1/2013,MN,68000,software engineer,94405,0
I-200-13302-258987,10/29/2013,11/4/2013,CA,67000,software engineer,94414,0
I-200-14065-597448,3/8/2014,3/13/2014,CA,67000,software engineer,94420,0
I-200-13004-287989,1/4/2013,1/10/2013,MN,67000,software engineer,94429,0
I-200-14070-453384,3/11/2014,3/17/2014,CA,66500,software engineer,94438,0
I-200-13079-802966,3/20/2013,3/26/2013,MN,66500,software engineer,94444,0
I-200-13121-058822,5/2/2013,5/8/2013,MN,66414,software engineer,94453,0
I-200-13331-564431,11/27/2013,12/4/2013,CA,66414,software engineer,94462,0
I-200-14066-146330,3/7/2014,3/13/2014,CA,66414,software engineer,94468,0
I-200-12150-675230,5/30/2012,11/26/2012,IL,66414,software engineer,94477,0
I-200-13086-480249,3/27/2013,4/2/2013,MN,66414,software engineer,94486,0
I-200-11297-146771,10/25/2011,10/31/2011,IL,66414,software engineer,94492,0
I-200-13253-955568,9/10/2013,9/17/2013,CA,89640,software engineer,94501,0
I-200-14069-975469,3/11/2014,3/17/2014,CA,80000,software engineer,94510,0
I-200-14078-100728,3/19/2014,3/25/2014,CA,80000,software engineer,94516,0
I-200-14076-115786,3/17/2014,3/21/2014,CA,70000,software engineer,94525,0
I-200-13347-856646,12/13/2013,12/19/2013,CA,67000,software engineer,94534,0
I-200-14059-152476,3/3/2014,3/7/2014,CA,66394,software engineer,94540,0
A-14125-66142,6/23/2014,11/10/2014,INDIANA,90000,assistant professor,94549,0
I-200-14065-014875,3/6/2014,3/13/2014,CT,70000,business analyst,94560,0
I-200-12276-160045,8/5/2013,8/9/2013,CT,70000,business analyst,94566,0
I-200-13232-064748,8/20/2013,8/26/2013,CT,66500,business analyst,94575,0
I-200-14080-668413,3/21/2014,3/27/2014,CT,66373,business analyst,94584,0
I-200-14070-359679,3/11/2014,3/17/2014,CT,83200,data analyst,94590,0
I-200-14101-391406,4/11/2014,9/4/2014,MO,83200,business analyst,94599,0
I-200-12306-454880,11/1/2012,8/8/2013,CA,66352,business analyst,94608,0
I-200-13235-284791,8/23/2013,8/29/2013,TX,66331.2,software engineer,94615,0
I-200-13337-914542,12/3/2013,12/9/2013,TX,80000,software engineer,94624,0
I-200-14052-199312,2/24/2014,2/28/2014,TX,75000,software engineer,94633,0
I-200-14139-981579,5/19/2014,5/23/2014,TX,75000,software engineer,94639,0
I-200-14077-475576,3/18/2014,3/24/2014,TX,70005,software engineer,94648,0
I-200-13248-590701,9/5/2013,9/11/2013,TX,70000,software engineer,94657,0
I-200-15077-660160,3/18/2015,3/24/2015,GA,67975,assistant professor,94663,0
I-200-14066-555516,3/10/2014,3/14/2014,TX,67000,software engineer,94672,0
A-14190-86315,7/10/2014,12/5/2014,TEXAS,66331,software engineer,94681,0
I-200-13358-913032,12/24/2013,12/31/2013,TX,66331,software engineer,94687,0
I-200-14072-034459,3/17/2014,3/21/2014,TX,66331,software engineer,94696,0
I-200-13255-685093,9/12/2013,9/19/2013,TX,66331,software engineer,94705,0
I-200-12283-352636,10/9/2012,10/15/2012,OR,66600,assistant professor,94711,0
I-200-14233-796704,8/21/2014,8/27/2014,NY,140000,assistant professor,94720,0
I-200-14307-306350,11/3/2014,11/7/2014,NY,69999.98,assistant professor,94729,0
I-200-14106-794514,4/16/2014,4/17/2014,VA,74190,assistant professor,94735,0
I-200-14086-286618,3/27/2014,4/2/2014,AK,75000,software engineer,94744,0
I-200-14254-451290,9/12/2014,9/18/2014,NY,65697.84,assistant professor,94753,0
I-200-11336-350496,12/2/2011,9/19/2014,OR,67000,business analyst,94759,0
I-200-13085-314696,3/26/2013,4/1/2013,GA,66227,software engineer,94768,0
I-200-11097-889739,4/7/2011,1/24/2014,MA,72000,software engineer,94777,0
I-200-12353-727765,12/18/2012,12/24/2012,VA,66200,assistant professor,94784,0
I-200-14077-793416,3/21/2014,3/27/2014,WI,77000,software engineer,94797,0
I-200-14066-973336,3/7/2014,3/13/2014,WI,66186,software engineer,94806,0
I-200-12346-834604,12/19/2012,12/26/2012,AL,67000,assistant professor,94813,0
I-200-14188-609110,7/8/2014,7/14/2014,AL,85157,assistant professor,94822,0
I-200-15076-820776,3/18/2015,3/24/2015,CO,66144,data analyst,94833,0
I-200-12096-537699,4/5/2012,2/10/2015,CA,105000,assistant professor,94839,0
I-200-13295-442448,10/29/2013,11/4/2013,NJ,104000,software engineer,94848,0
I-200-14072-169443,3/13/2014,3/19/2014,PA,82000,software engineer,94857,0
I-200-14303-370097,10/30/2014,11/5/2014,IL,72000,business analyst,94863,0
I-200-15061-274148,3/2/2015,3/6/2015,IL,66102,business analyst,94872,0
I-200-14073-711380,3/14/2014,3/21/2014,CA,81000,software engineer,94881,0
I-200-15055-442575,3/4/2015,3/10/2015,VA,67000,assistant professor,94890,0
I-200-14114-747585,5/13/2014,5/19/2014,TX,67000,software engineer,94904,0
I-200-14020-547506,1/20/2014,1/24/2014,MA,66100,data analyst,94913,0
I-200-14227-004106,8/15/2014,8/21/2014,AL,70000,assistant professor,94920,0
I-200-12356-172301,12/21/2012,12/28/2012,MO,66560,business analyst,94930,0
I-200-15075-267394,3/16/2015,3/20/2015,NJ,66019.2,business analyst,94939,0
I-200-12121-663710,5/1/2012,7/10/2013,WA,85000,software engineer,94945,0
A-13197-80344,7/19/2013,2/11/2015,NEW YORK,70500,business analyst,94954,0
I-200-12103-138147,4/12/2012,7/30/2014,OR,66100,software engineer,94963,0
I-200-15059-394332,3/12/2015,3/18/2015,NY,66019,data analyst,94969,0
I-200-15029-553480,2/2/2015,2/6/2015,NY,66019,business analyst,94978,0
I-200-15064-994874,3/6/2015,3/12/2015,NY,66019,business analyst,94987,0
I-200-13003-939402,1/3/2013,1/9/2013,MO,66019,business analyst,94993,0
I-200-13331-981681,11/27/2013,12/4/2013,MN,90000,assistant professor,95002,0
I-200-13021-428959,1/21/2013,1/25/2013,OH,66000,software engineer,95011,0
I-200-14254-113927,9/11/2014,9/17/2014,NV,104000,business analyst,95017,0
I-200-14065-983357,3/6/2014,3/20/2014,WA,67371,software engineer,95026,0
I-200-13324-054362,11/20/2013,11/26/2013,IL,65998,software engineer,95035,0
I-200-13053-687038,2/22/2013,2/28/2013,CT,70000,software engineer,95041,0
I-200-13115-669792,4/25/2013,5/1/2013,CT,85020,software engineer,95050,0
I-200-12292-723179,10/26/2012,11/1/2012,CT,70408,software engineer,95059,0
I-200-12299-524933,10/25/2012,10/31/2012,CT,70000,software engineer,95065,0
I-200-12333-235858,11/28/2012,12/4/2012,IA,66000,business analyst,95074,0
I-200-13273-071070,1/9/2014,1/15/2014,TX,65978,data analyst,95083,0
I-200-14328-825126,11/24/2014,12/1/2014,MN,100000,software engineer,95089,0
I-200-12137-511665,5/16/2012,12/18/2012,MD,80000,assistant professor,95098,0
I-200-15014-654428,1/16/2015,1/23/2015,MN,74000,software engineer,95107,0
I-200-15038-522317,2/7/2015,2/13/2015,MN,72000,software engineer,95113,0
I-200-15064-196261,3/5/2015,3/11/2015,MN,71760,software engineer,95122,0
I-200-14346-309718,12/16/2014,12/22/2014,MN,70000,software engineer,95131,0
I-200-15064-349218,3/5/2015,3/11/2015,MN,70000,software engineer,95137,0
I-200-14350-086205,12/16/2014,12/22/2014,MI,70000,data analyst,95146,0
I-200-15079-332077,3/20/2015,3/26/2015,MN,67000,software engineer,95155,0
I-200-14337-287868,12/3/2014,12/9/2014,MN,66000,software engineer,95161,0
I-200-15063-865830,3/5/2015,3/11/2015,MN,66000,software engineer,95170,0
I-200-15082-408265,3/23/2015,3/27/2015,MN,66000,software engineer,95179,0
I-200-15076-154477,3/17/2015,3/23/2015,NE,66000,business analyst,95185,0
I-200-15069-126935,3/12/2015,3/18/2015,MN,65957,software engineer,95194,0
I-200-14267-619281,9/24/2014,9/30/2014,MN,65957,software engineer,95203,0
I-200-14184-621682,7/3/2014,10/27/2014,MN,68993.6,software engineer,95209,0
I-200-14192-554645,7/11/2014,7/17/2014,NC,103000,software engineer,95219,0
I-200-14237-507592,8/25/2014,8/29/2014,NC,80000,software engineer,95228,0
I-200-14324-618854,11/25/2014,12/2/2014,NC,72822,software engineer,95234,0
I-200-15063-169379,3/11/2015,3/18/2015,NC,70000,software engineer,95243,0
I-200-15065-432123,3/6/2015,3/12/2015,NC,70000,software engineer,95252,0
I-200-15065-755607,3/6/2015,3/12/2015,NC,70000,software engineer,95258,0
I-200-15076-543509,3/17/2015,3/23/2015,NC,70000,software engineer,95267,0
I-200-14192-533054,7/11/2014,7/14/2014,NC,70000,software engineer,95276,0
I-200-15084-409959,3/25/2015,3/31/2015,NC,67000,software engineer,95282,0
I-200-15068-871293,3/9/2015,3/13/2015,NC,66000,software engineer,95291,0
I-200-14220-358513,8/8/2014,8/14/2014,NC,66000,software engineer,95300,0
I-200-14274-371319,11/10/2014,11/17/2014,NC,65936,software engineer,95306,0
I-200-15052-161201,3/2/2015,3/6/2015,NC,65936,software engineer,95315,0
I-200-15062-060847,3/5/2015,3/11/2015,NC,65936,software engineer,95324,0
I-200-15080-308446,3/21/2015,3/26/2015,NC,65936,software engineer,95330,0
I-200-15043-428149,3/13/2015,3/24/2015,NJ,65920,assistant professor,95339,0
I-200-12354-027313,12/19/2012,12/26/2012,IL,90000,software engineer,95348,0
I-200-12086-134563,3/26/2012,4/12/2013,NE,85000,software engineer,95354,0
I-200-13081-468751,3/22/2013,3/28/2013,IL,80000,software engineer,95363,0
I-200-13099-473132,4/10/2013,4/16/2013,IL,78000,software engineer,95372,0
I-200-14183-789561,7/2/2014,7/9/2014,CT,78000,business analyst,95378,0
I-200-13011-066476,1/11/2013,1/17/2013,IL,75000,software engineer,95387,0
I-200-15040-500372,2/9/2015,2/14/2015,CT,75000,business analyst,95396,0
I-200-13072-169541,3/15/2013,3/21/2013,IL,73000,software engineer,95402,0
I-200-13123-287692,5/3/2013,5/23/2013,IL,71000,software engineer,95411,0
I-200-12236-796424,8/23/2012,1/8/2013,IL,70000,software engineer,95420,0
I-200-13030-106103,1/30/2013,2/5/2013,IL,70000,software engineer,95426,0
I-200-13169-498983,6/18/2013,6/24/2013,IL,70000,software engineer,95435,0
I-200-12286-473289,10/12/2012,10/18/2012,NJ,68000,software engineer,95444,0
I-200-13078-522532,3/19/2013,3/25/2013,IL,68000,software engineer,95450,0
I-200-13078-710026,3/19/2013,3/25/2013,IL,68000,software engineer,95459,0
I-200-13079-727090,3/20/2013,3/26/2013,IL,68000,software engineer,95468,0
I-200-13079-960171,3/20/2013,3/26/2013,IL,68000,software engineer,95474,0
I-200-13085-063343,3/26/2013,4/1/2013,IL,68000,software engineer,95483,0
I-200-13108-040508,4/18/2013,4/24/2013,IL,67891,software engineer,95492,0
I-200-13016-248176,1/16/2013,1/23/2013,IL,66200,software engineer,95498,0
I-200-13017-386588,1/17/2013,1/24/2013,IL,66000,software engineer,95507,0
I-200-13066-915780,3/7/2013,3/13/2013,IL,66000,software engineer,95516,0
I-200-13103-947572,4/23/2013,4/29/2013,IL,66000,software engineer,95522,0
I-200-14310-228235,11/6/2014,11/13/2014,CT,66000,business analyst,95531,0
I-200-12300-248930,10/26/2012,11/1/2012,IL,65915,software engineer,95540,0
I-200-13004-355060,1/4/2013,1/10/2013,IL,65915,software engineer,95546,0
I-200-13072-201092,3/14/2013,3/20/2013,IL,65915,software engineer,95555,0
I-200-13072-579286,3/18/2013,3/22/2013,IL,65915,software engineer,95564,0
I-200-13081-686560,3/22/2013,3/28/2013,IL,65915,software engineer,95570,0
I-200-13094-447417,4/4/2013,4/10/2013,IL,65915,software engineer,95579,0
I-200-15059-162446,2/28/2015,3/5/2015,CT,65915,business analyst,95588,0
I-200-15072-344195,3/13/2015,3/19/2015,CT,65915,business analyst,95594,0
I-200-13133-481525,5/14/2013,5/20/2013,PA,65905.81,assistant professor,95603,0
I-200-14349-691217,12/15/2014,12/19/2014,FL,95000,business analyst,95612,0
I-200-11312-344725,11/8/2011,11/9/2011,FL,72000,software engineer,95618,0
I-200-13261-131745,9/18/2013,9/26/2013,OK,77000,assistant professor,95627,0
A-13219-86362,8/8/2013,3/20/2015,TEXAS,65874,business analyst,95636,0
I-200-12270-574764,9/26/2012,10/1/2012,WA,65868,software engineer,95642,0
I-200-13298-193015,10/28/2013,11/1/2013,MA,65853,software engineer,95651,0
I-200-13009-206521,1/25/2013,1/31/2013,TX,72196.8,business analyst,95660,0
I-200-13343-204916,12/9/2013,12/16/2013,KS,100000,software engineer,95666,0
I-200-14351-382923,12/17/2014,12/19/2014,FL,60278,software engineer,95675,0
I-200-14113-465222,4/29/2014,5/5/2014,OH,124571.2,management consultant,95684,0
I-200-14165-777429,6/14/2014,6/20/2014,PA,74000,assistant professor,95690,0
I-200-13050-935295,2/19/2013,2/25/2013,CA,85000,software engineer,95699,0
I-200-13140-674704,5/20/2013,5/24/2013,CA,66000,software engineer,95708,0
I-200-13056-550715,2/25/2013,3/1/2013,CA,65790,software engineer,95714,0
I-200-13079-930857,3/20/2013,3/26/2013,CA,65790,software engineer,95723,0
I-200-14073-901251,3/14/2014,3/20/2014,CA,78216,software engineer,95732,0
I-200-15044-472031,2/16/2015,2/22/2015,MD,93177,assistant professor,95741,0
I-200-14262-591044,9/19/2014,9/25/2014,OH,65800,data analyst,95750,0
I-200-14323-616478,11/19/2014,11/20/2014,NY,61050,software engineer,95759,0
I-200-14216-963150,8/5/2014,8/5/2014,MO,80000,business analyst,95765,0
I-200-15037-301595,2/6/2015,2/13/2015,KS,65728,business analyst,95774,0
I-200-13238-684483,8/28/2013,9/5/2013,OR,74762,software engineer,95796,0
I-200-14139-712686,5/19/2014,5/19/2014,NC,66000,software engineer,95802,0
I-200-13072-673774,3/14/2013,3/20/2013,NY,65707,data scientist,95811,0
I-200-12298-924726,10/24/2012,1/8/2014,WI,120640,software engineer,95823,0
I-200-12348-260341,12/13/2012,12/19/2012,WI,75500,software engineer,95830,0
I-200-12332-923786,4/30/2013,5/6/2013,CT,65686,software engineer,95839,0
I-200-13211-483966,7/31/2013,8/6/2013,OH,85236.96,software engineer,95848,0
I-200-13193-532970,7/15/2013,7/18/2013,OH,80000,software engineer,95854,0
I-200-13227-398759,8/30/2013,9/10/2013,OH,68623.98,software engineer,95863,0
I-200-14028-181310,1/28/2014,2/4/2014,OH,66000,software engineer,95872,0
I-200-13305-326527,11/12/2013,11/18/2013,OH,65700,software engineer,95878,0
I-200-11217-609953,8/5/2011,10/28/2011,CA,67350,business analyst,95889,0
I-200-14069-646480,3/12/2014,3/21/2014,TX,65638,software engineer,95898,0
I-200-15063-280277,3/11/2015,3/18/2015,FL,70000,software engineer,95904,0
I-200-15069-447615,3/16/2015,3/20/2015,FL,70000,software engineer,95913,0
I-200-15069-600799,3/17/2015,3/23/2015,FL,65624,software engineer,95922,0
I-200-14346-108314,12/12/2014,12/18/2014,CA,128750,software engineer,95929,0
I-200-13137-118107,5/17/2013,5/23/2013,TN,75000,software engineer,95938,0
I-200-12270-525005,9/26/2012,10/2/2012,TN,71273,software engineer,95947,0
I-200-13176-624932,6/25/2013,7/1/2013,TN,69500,software engineer,95953,0
I-200-12341-021632,12/6/2012,12/12/2012,TN,65610,software engineer,95962,0
I-200-14225-277085,8/13/2014,8/19/2014,DE,68000,business analyst,95972,0
I-200-13203-486425,7/23/2013,7/29/2013,MN,78700,software engineer,95978,0
I-200-14016-731611,1/16/2014,1/23/2014,NY,66000,business analyst,95987,0
I-200-15019-393784,3/5/2015,3/11/2015,NH,65560,assistant professor,95996,0
I-200-13141-115612,5/22/2013,5/29/2013,KS,75000,assistant professor,96002,0
I-203-12079-104881,3/19/2012,3/21/2013,CA,70000,software engineer,96011,0
I-200-13297-379831,10/24/2013,11/1/2013,IL,67000.14,assistant professor,96020,0
I-200-13106-683472,4/16/2013,4/22/2013,NY,78000,software engineer,96026,0
I-200-15016-433599,1/16/2015,1/23/2015,MO,68859,assistant professor,96035,0
I-200-14045-859164,2/14/2014,2/21/2014,NY,65520,business analyst,96044,0
I-200-14268-772463,9/25/2014,2/6/2015,MA,65520,software engineer,96052,0
I-200-14231-694089,8/19/2014,8/25/2014,MA,75000,software engineer,96061,0
I-200-14211-640597,7/30/2014,8/5/2014,MA,71802,software engineer,96070,0
I-200-14262-327048,9/19/2014,9/25/2014,MA,67142,software engineer,96076,0
I-200-14255-857666,9/12/2014,9/18/2014,MA,65500,software engineer,96085,0
I-200-15074-678380,3/15/2015,3/19/2015,MA,65499,software engineer,96094,0
I-200-13010-492689,1/10/2013,1/16/2013,FL,65499,software engineer,96100,0
I-200-15076-039967,3/17/2015,3/23/2015,NY,72000,assistant professor,96109,0
I-200-14136-097118,5/16/2014,5/22/2014,OH,65478,software engineer,96122,0
I-200-14080-774876,3/21/2014,3/27/2014,VA,85000,software engineer,96128,0
I-200-14148-100604,5/28/2014,6/3/2014,CA,130000,assistant professor,96137,0
I-200-13077-596305,3/18/2013,3/22/2013,TX,65500,software engineer,96147,0
A-14308-22486,11/4/2014,4/30/2015,DELAWARE,78000,business analyst,96153,0
I-200-14321-629855,11/19/2014,11/25/2014,MN,70000,business analyst,96162,0
I-200-11278-402558,10/5/2011,10/12/2011,MN,66000,software engineer,96171,0
I-200-15069-701233,3/10/2015,3/16/2015,MN,65417,software engineer,96177,0
I-200-13326-857595,11/22/2013,11/29/2013,KY,65416,software engineer,96186,0
I-200-14070-006967,3/13/2014,9/30/2014,MD,68640,business analyst,96195,0
I-200-14287-752683,10/14/2014,10/20/2014,WI,70000,software engineer,96201,0
I-200-13247-772851,9/10/2013,9/16/2013,IN,65374,software engineer,96210,0
I-200-13165-900252,6/14/2013,6/20/2013,VA,80000,data analyst,96219,0
I-200-12292-212782,10/29/2012,11/2/2012,VA,66950,business analyst,96225,0
I-200-12262-926076,9/18/2012,9/5/2013,TX,88000,assistant professor,96234,0
I-200-12334-699439,11/29/2012,12/5/2012,SC,77500,software engineer,96243,0
I-200-13192-156809,7/11/2013,7/17/2013,MI,70744,business analyst,96249,0
I-200-13204-883109,7/23/2013,7/29/2013,NJ,100000,business analyst,96265,0
I-200-11300-232780,11/7/2011,11/15/2011,MA,65300,software engineer,96274,0
I-200-13064-294397,3/11/2013,3/15/2013,NC,70000,software engineer,96280,0
I-200-12318-952219,11/13/2012,11/19/2012,CA,120000,assistant professor,96289,0
I-200-13080-450617,3/21/2013,3/27/2013,IL,97000,software engineer,96298,0
I-200-13087-709826,3/28/2013,4/2/2013,IL,78000,software engineer,96304,0
I-200-13081-980719,3/22/2013,3/28/2013,IL,70000,software engineer,96313,0
I-200-13078-914608,3/19/2013,3/22/2013,IL,66000,software engineer,96322,0
I-200-13078-206687,3/19/2013,3/25/2013,IL,65776,software engineer,96328,0
I-200-13079-989302,3/20/2013,3/26/2013,IL,65270,software engineer,96337,0
I-200-14015-695709,1/15/2014,1/22/2014,CA,80000,business analyst,96348,0
I-200-13165-941935,6/14/2013,6/20/2013,KS,70000,software engineer,96354,0
I-200-15071-449599,3/12/2015,3/18/2015,TX,67000,data scientist,96363,0
I-200-14076-016963,3/17/2014,3/21/2014,CA,66000,business analyst,96372,0
I-200-14077-606158,3/18/2014,3/24/2014,CA,66000,business analyst,96378,0
I-200-14083-691714,3/24/2014,3/28/2014,CA,66000,business analyst,96387,0
I-200-14063-236193,3/4/2014,3/10/2014,CA,65250,business analyst,96396,0
I-200-14072-515011,3/13/2014,3/20/2014,CA,65250,business analyst,96402,0
I-200-15049-745141,2/18/2015,2/24/2015,TX,100000,software engineer,96411,0
I-200-15056-846053,3/2/2015,3/10/2015,TX,80704,business analyst,96420,0
I-200-15078-068035,3/19/2015,3/25/2015,TX,80000,software engineer,96426,0
I-200-15009-991240,2/11/2015,2/18/2015,TX,75000,software engineer,96435,0
I-200-14240-282104,8/28/2014,9/4/2014,TX,75000,software engineer,96444,0
I-200-15057-745106,2/26/2015,3/4/2015,TX,72000,software engineer,96450,0
I-200-14330-331564,11/26/2014,12/3/2014,TX,70000,software engineer,96459,0
I-200-15062-334390,3/3/2015,3/9/2015,TX,68400,software engineer,96468,0
I-200-15012-921755,1/15/2015,1/22/2015,TX,66000,software engineer,96474,0
I-200-15062-278280,3/3/2015,3/9/2015,TX,66000,software engineer,96483,0
I-200-15062-620344,3/3/2015,3/9/2015,TX,66000,software engineer,96492,0
I-200-15062-842243,3/3/2015,3/9/2015,TX,66000,software engineer,96498,0
I-200-15075-338772,3/17/2015,3/23/2015,TX,65500,software engineer,96507,0
I-200-15044-283340,2/13/2015,2/22/2015,TX,65229,software engineer,96516,0
I-200-15071-340716,3/12/2015,3/18/2015,TX,65229,software engineer,96522,0
I-200-15084-803474,3/25/2015,3/31/2015,TX,65229,software engineer,96531,0
